"","batch","type","cluster"
"HSPC_601","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_602","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_603","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_606","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_607","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_608","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_610","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_612","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_614","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_617","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_618","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_620","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_623","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_624","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_625","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_627","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_628","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_629","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_630","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_631","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_633","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_634","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_635","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_636","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_637","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_638","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_640","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_641","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_643","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_644","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_645","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_646","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_648","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_649","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_651","SMART-seq2","LMPP","SMART-seq2 3"
"HSPC_652","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_654","SMART-seq2","LMPP","SMART-seq2 5"
"HSPC_656","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_657","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_658","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_660","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_661","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_662","SMART-seq2","LMPP","SMART-seq2 5"
"HSPC_663","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_664","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_665","SMART-seq2","LMPP","SMART-seq2 5"
"HSPC_666","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_667","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_668","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_669","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_670","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_671","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_672","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_673","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_674","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_676","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_678","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_679","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_680","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_682","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_683","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_687","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_689","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_690","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_692","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_695","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_696","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_697","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_698","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_699","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_701","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_702","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_703","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_704","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_705","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_706","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_707","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_708","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_709","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_714","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_716","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_717","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_719","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_720","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_721","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_722","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_723","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_725","SMART-seq2","LMPP","SMART-seq2 5"
"HSPC_727","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_730","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_731","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_732","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_733","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_734","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_735","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_736","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_737","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_742","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_743","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_744","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_745","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_746","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_747","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_748","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_749","SMART-seq2","LMPP","SMART-seq2 5"
"HSPC_750","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_753","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_755","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_756","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_757","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_758","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_762","SMART-seq2","LMPP","SMART-seq2 5"
"HSPC_765","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_766","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_767","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_768","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_769","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_770","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_771","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_772","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_773","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_774","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_776","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_777","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_780","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_782","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_783","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_784","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_785","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_786","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_787","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_788","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_789","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_790","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_791","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_794","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_795","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_796","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_797","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_798","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_800","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_801","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_802","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_804","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_806","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_807","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_808","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_809","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_810","SMART-seq2","LTHSC","SMART-seq2 0"
"HSPC_812","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_813","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_814","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_815","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_816","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_820","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_821","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_822","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_824","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_825","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_826","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_827","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_828","SMART-seq2","LTHSC","SMART-seq2 0"
"HSPC_831","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_832","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_833","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_835","SMART-seq2","LTHSC","SMART-seq2 5"
"HSPC_836","SMART-seq2","MPP","SMART-seq2 5"
"HSPC_837","SMART-seq2","LMPP","SMART-seq2 2"
"HSPC_838","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_839","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_840","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_841","SMART-seq2","MPP","SMART-seq2 2"
"HSPC_842","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_843","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_844","SMART-seq2","LMPP","SMART-seq2 0"
"HSPC_845","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_846","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_851","SMART-seq2","MPP","SMART-seq2 0"
"HSPC_852","SMART-seq2","LMPP","SMART-seq2 0"
"LT.HSC_001","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_002","SMART-seq2","LTHSC","SMART-seq2 0"
"LT.HSC_003","SMART-seq2","LTHSC","SMART-seq2 2"
"LT.HSC_006","SMART-seq2","LTHSC","SMART-seq2 0"
"LT.HSC_009","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_010","SMART-seq2","LTHSC","SMART-seq2 2"
"LT.HSC_013","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_014","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_015","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_017","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_020","SMART-seq2","LTHSC","SMART-seq2 0"
"LT.HSC_022","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_023","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_024","SMART-seq2","LTHSC","SMART-seq2 3"
"LT.HSC_026","SMART-seq2","LTHSC","SMART-seq2 0"
"LT.HSC_031","SMART-seq2","LTHSC","SMART-seq2 2"
"LT.HSC_032","SMART-seq2","LTHSC","SMART-seq2 3"
"LT.HSC_039","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_040","SMART-seq2","LTHSC","SMART-seq2 4"
"LT.HSC_041","SMART-seq2","LTHSC","SMART-seq2 2"
"LT.HSC_043","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_044","SMART-seq2","LTHSC","SMART-seq2 1"
"LT.HSC_045","SMART-seq2","LTHSC","SMART-seq2 2"
"LT.HSC_046","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_049","SMART-seq2","LTHSC","SMART-seq2 0"
"LT.HSC_050","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_052","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_054","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_056","SMART-seq2","LTHSC","SMART-seq2 2"
"LT.HSC_057","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_058","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_060","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_062","SMART-seq2","LTHSC","SMART-seq2 0"
"LT.HSC_063","SMART-seq2","LTHSC","SMART-seq2 2"
"LT.HSC_064","SMART-seq2","LTHSC","SMART-seq2 3"
"LT.HSC_068","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_070","SMART-seq2","LTHSC","SMART-seq2 2"
"LT.HSC_071","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_073","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_074","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_075","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_077","SMART-seq2","LTHSC","SMART-seq2 0"
"LT.HSC_078","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_080","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_081","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_082","SMART-seq2","LTHSC","SMART-seq2 0"
"LT.HSC_088","SMART-seq2","LTHSC","SMART-seq2 2"
"LT.HSC_091","SMART-seq2","LTHSC","SMART-seq2 3"
"LT.HSC_093","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_095","SMART-seq2","LTHSC","SMART-seq2 3"
"LT.HSC_096","SMART-seq2","LTHSC","SMART-seq2 0"
"LT.HSC_098","SMART-seq2","LTHSC","SMART-seq2 3"
"LT.HSC_100","SMART-seq2","LTHSC","SMART-seq2 3"
"LT.HSC_101","SMART-seq2","LTHSC","SMART-seq2 3"
"LT.HSC_102","SMART-seq2","LTHSC","SMART-seq2 3"
"LT.HSC_103","SMART-seq2","LTHSC","SMART-seq2 2"
"LT.HSC_105","SMART-seq2","LTHSC","SMART-seq2 3"
"LT.HSC_106","SMART-seq2","LTHSC","SMART-seq2 2"
"LT.HSC_109","SMART-seq2","LTHSC","SMART-seq2 0"
"LT.HSC_114","SMART-seq2","LTHSC","SMART-seq2 0"
"LT.HSC_116","SMART-seq2","LTHSC","SMART-seq2 0"
"LT.HSC_120","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_122","SMART-seq2","LTHSC","SMART-seq2 0"
"LT.HSC_126","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_128","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_139","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_140","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_142","SMART-seq2","LTHSC","SMART-seq2 4"
"LT.HSC_144","SMART-seq2","LTHSC","SMART-seq2 0"
"LT.HSC_145","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_149","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_150","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_151","SMART-seq2","LTHSC","SMART-seq2 0"
"LT.HSC_152","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_156","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_158","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_159","SMART-seq2","LTHSC","SMART-seq2 3"
"LT.HSC_161","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_173","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_174","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_179","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_180","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_191","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_192","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_193","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_195","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_198","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_211","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_215","SMART-seq2","LTHSC","SMART-seq2 5"
"LT.HSC_216","SMART-seq2","LTHSC","SMART-seq2 1"
"Prog_001","SMART-seq2","GMP","SMART-seq2 4"
"Prog_002","SMART-seq2","MEP","SMART-seq2 1"
"Prog_003","SMART-seq2","MEP","SMART-seq2 1"
"Prog_004","SMART-seq2","MEP","SMART-seq2 1"
"Prog_006","SMART-seq2","MEP","SMART-seq2 3"
"Prog_007","SMART-seq2","GMP","SMART-seq2 4"
"Prog_008","SMART-seq2","MEP","SMART-seq2 3"
"Prog_009","SMART-seq2","MEP","SMART-seq2 3"
"Prog_010","SMART-seq2","CMP","SMART-seq2 2"
"Prog_011","SMART-seq2","MEP","SMART-seq2 3"
"Prog_012","SMART-seq2","CMP","SMART-seq2 0"
"Prog_013","SMART-seq2","CMP","SMART-seq2 0"
"Prog_014","SMART-seq2","MEP","SMART-seq2 3"
"Prog_015","SMART-seq2","CMP","SMART-seq2 2"
"Prog_016","SMART-seq2","MEP","SMART-seq2 3"
"Prog_017","SMART-seq2","GMP","SMART-seq2 4"
"Prog_018","SMART-seq2","MEP","SMART-seq2 3"
"Prog_019","SMART-seq2","CMP","SMART-seq2 2"
"Prog_020","SMART-seq2","MEP","SMART-seq2 1"
"Prog_021","SMART-seq2","MEP","SMART-seq2 3"
"Prog_022","SMART-seq2","MEP","SMART-seq2 3"
"Prog_023","SMART-seq2","MEP","SMART-seq2 1"
"Prog_024","SMART-seq2","MEP","SMART-seq2 1"
"Prog_025","SMART-seq2","MEP","SMART-seq2 3"
"Prog_026","SMART-seq2","GMP","SMART-seq2 0"
"Prog_027","SMART-seq2","CMP","SMART-seq2 1"
"Prog_028","SMART-seq2","MEP","SMART-seq2 1"
"Prog_029","SMART-seq2","MEP","SMART-seq2 3"
"Prog_030","SMART-seq2","CMP","SMART-seq2 1"
"Prog_031","SMART-seq2","GMP","SMART-seq2 4"
"Prog_032","SMART-seq2","MEP","SMART-seq2 3"
"Prog_033","SMART-seq2","MEP","SMART-seq2 3"
"Prog_035","SMART-seq2","MEP","SMART-seq2 3"
"Prog_037","SMART-seq2","CMP","SMART-seq2 1"
"Prog_038","SMART-seq2","MEP","SMART-seq2 3"
"Prog_039","SMART-seq2","MEP","SMART-seq2 3"
"Prog_040","SMART-seq2","CMP","SMART-seq2 0"
"Prog_042","SMART-seq2","MEP","SMART-seq2 1"
"Prog_043","SMART-seq2","MEP","SMART-seq2 1"
"Prog_044","SMART-seq2","CMP","SMART-seq2 0"
"Prog_045","SMART-seq2","MEP","SMART-seq2 1"
"Prog_046","SMART-seq2","MEP","SMART-seq2 3"
"Prog_047","SMART-seq2","GMP","SMART-seq2 4"
"Prog_048","SMART-seq2","GMP","SMART-seq2 0"
"Prog_049","SMART-seq2","MEP","SMART-seq2 3"
"Prog_050","SMART-seq2","GMP","SMART-seq2 4"
"Prog_051","SMART-seq2","MEP","SMART-seq2 3"
"Prog_052","SMART-seq2","CMP","SMART-seq2 4"
"Prog_053","SMART-seq2","MEP","SMART-seq2 3"
"Prog_055","SMART-seq2","CMP","SMART-seq2 4"
"Prog_056","SMART-seq2","MEP","SMART-seq2 1"
"Prog_057","SMART-seq2","GMP","SMART-seq2 4"
"Prog_058","SMART-seq2","MEP","SMART-seq2 3"
"Prog_059","SMART-seq2","MEP","SMART-seq2 1"
"Prog_060","SMART-seq2","MEP","SMART-seq2 1"
"Prog_061","SMART-seq2","MEP","SMART-seq2 3"
"Prog_062","SMART-seq2","CMP","SMART-seq2 1"
"Prog_063","SMART-seq2","GMP","SMART-seq2 4"
"Prog_064","SMART-seq2","MEP","SMART-seq2 3"
"Prog_065","SMART-seq2","GMP","SMART-seq2 4"
"Prog_066","SMART-seq2","CMP","SMART-seq2 4"
"Prog_067","SMART-seq2","MEP","SMART-seq2 3"
"Prog_068","SMART-seq2","CMP","SMART-seq2 0"
"Prog_069","SMART-seq2","CMP","SMART-seq2 1"
"Prog_070","SMART-seq2","CMP","SMART-seq2 2"
"Prog_071","SMART-seq2","CMP","SMART-seq2 1"
"Prog_072","SMART-seq2","MEP","SMART-seq2 1"
"Prog_073","SMART-seq2","CMP","SMART-seq2 0"
"Prog_074","SMART-seq2","MEP","SMART-seq2 1"
"Prog_075","SMART-seq2","GMP","SMART-seq2 4"
"Prog_076","SMART-seq2","MEP","SMART-seq2 3"
"Prog_077","SMART-seq2","GMP","SMART-seq2 1"
"Prog_078","SMART-seq2","MEP","SMART-seq2 3"
"Prog_079","SMART-seq2","MEP","SMART-seq2 3"
"Prog_080","SMART-seq2","GMP","SMART-seq2 4"
"Prog_081","SMART-seq2","MEP","SMART-seq2 3"
"Prog_082","SMART-seq2","MEP","SMART-seq2 3"
"Prog_083","SMART-seq2","CMP","SMART-seq2 4"
"Prog_084","SMART-seq2","CMP","SMART-seq2 1"
"Prog_085","SMART-seq2","MEP","SMART-seq2 1"
"Prog_087","SMART-seq2","GMP","SMART-seq2 4"
"Prog_088","SMART-seq2","CMP","SMART-seq2 4"
"Prog_089","SMART-seq2","MEP","SMART-seq2 3"
"Prog_090","SMART-seq2","MEP","SMART-seq2 3"
"Prog_091","SMART-seq2","MEP","SMART-seq2 3"
"Prog_092","SMART-seq2","CMP","SMART-seq2 1"
"Prog_093","SMART-seq2","CMP","SMART-seq2 1"
"Prog_094","SMART-seq2","MEP","SMART-seq2 3"
"Prog_095","SMART-seq2","MEP","SMART-seq2 3"
"Prog_096","SMART-seq2","CMP","SMART-seq2 0"
"Prog_097","SMART-seq2","GMP","SMART-seq2 4"
"Prog_098","SMART-seq2","MEP","SMART-seq2 3"
"Prog_099","SMART-seq2","MEP","SMART-seq2 1"
"Prog_100","SMART-seq2","MEP","SMART-seq2 3"
"Prog_101","SMART-seq2","CMP","SMART-seq2 4"
"Prog_102","SMART-seq2","MEP","SMART-seq2 3"
"Prog_103","SMART-seq2","CMP","SMART-seq2 2"
"Prog_105","SMART-seq2","GMP","SMART-seq2 4"
"Prog_106","SMART-seq2","CMP","SMART-seq2 0"
"Prog_107","SMART-seq2","MEP","SMART-seq2 3"
"Prog_108","SMART-seq2","CMP","SMART-seq2 4"
"Prog_109","SMART-seq2","GMP","SMART-seq2 4"
"Prog_110","SMART-seq2","MEP","SMART-seq2 3"
"Prog_111","SMART-seq2","MEP","SMART-seq2 3"
"Prog_112","SMART-seq2","MEP","SMART-seq2 3"
"Prog_113","SMART-seq2","CMP","SMART-seq2 4"
"Prog_114","SMART-seq2","CMP","SMART-seq2 1"
"Prog_115","SMART-seq2","MEP","SMART-seq2 3"
"Prog_116","SMART-seq2","CMP","SMART-seq2 0"
"Prog_117","SMART-seq2","CMP","SMART-seq2 4"
"Prog_118","SMART-seq2","CMP","SMART-seq2 4"
"Prog_119","SMART-seq2","MEP","SMART-seq2 3"
"Prog_120","SMART-seq2","MEP","SMART-seq2 3"
"Prog_122","SMART-seq2","MEP","SMART-seq2 1"
"Prog_123","SMART-seq2","GMP","SMART-seq2 4"
"Prog_124","SMART-seq2","CMP","SMART-seq2 4"
"Prog_125","SMART-seq2","MEP","SMART-seq2 1"
"Prog_126","SMART-seq2","CMP","SMART-seq2 1"
"Prog_127","SMART-seq2","CMP","SMART-seq2 2"
"Prog_128","SMART-seq2","GMP","SMART-seq2 4"
"Prog_129","SMART-seq2","GMP","SMART-seq2 4"
"Prog_130","SMART-seq2","GMP","SMART-seq2 4"
"Prog_131","SMART-seq2","CMP","SMART-seq2 1"
"Prog_132","SMART-seq2","CMP","SMART-seq2 1"
"Prog_133","SMART-seq2","GMP","SMART-seq2 4"
"Prog_134","SMART-seq2","MEP","SMART-seq2 1"
"Prog_135","SMART-seq2","CMP","SMART-seq2 0"
"Prog_136","SMART-seq2","CMP","SMART-seq2 4"
"Prog_137","SMART-seq2","GMP","SMART-seq2 1"
"Prog_138","SMART-seq2","CMP","SMART-seq2 1"
"Prog_139","SMART-seq2","MEP","SMART-seq2 3"
"Prog_140","SMART-seq2","MEP","SMART-seq2 3"
"Prog_141","SMART-seq2","GMP","SMART-seq2 4"
"Prog_142","SMART-seq2","CMP","SMART-seq2 0"
"Prog_143","SMART-seq2","CMP","SMART-seq2 1"
"Prog_144","SMART-seq2","CMP","SMART-seq2 4"
"Prog_145","SMART-seq2","CMP","SMART-seq2 1"
"Prog_146","SMART-seq2","GMP","SMART-seq2 3"
"Prog_149","SMART-seq2","CMP","SMART-seq2 1"
"Prog_151","SMART-seq2","CMP","SMART-seq2 0"
"Prog_152","SMART-seq2","CMP","SMART-seq2 1"
"Prog_153","SMART-seq2","MEP","SMART-seq2 1"
"Prog_154","SMART-seq2","CMP","SMART-seq2 1"
"Prog_155","SMART-seq2","CMP","SMART-seq2 4"
"Prog_156","SMART-seq2","CMP","SMART-seq2 4"
"Prog_157","SMART-seq2","CMP","SMART-seq2 1"
"Prog_158","SMART-seq2","MEP","SMART-seq2 3"
"Prog_159","SMART-seq2","MEP","SMART-seq2 2"
"Prog_160","SMART-seq2","CMP","SMART-seq2 1"
"Prog_161","SMART-seq2","CMP","SMART-seq2 1"
"Prog_162","SMART-seq2","GMP","SMART-seq2 4"
"Prog_163","SMART-seq2","MEP","SMART-seq2 1"
"Prog_165","SMART-seq2","CMP","SMART-seq2 1"
"Prog_166","SMART-seq2","MEP","SMART-seq2 3"
"Prog_167","SMART-seq2","CMP","SMART-seq2 2"
"Prog_168","SMART-seq2","MEP","SMART-seq2 1"
"Prog_170","SMART-seq2","MEP","SMART-seq2 3"
"Prog_171","SMART-seq2","CMP","SMART-seq2 1"
"Prog_172","SMART-seq2","MEP","SMART-seq2 3"
"Prog_173","SMART-seq2","GMP","SMART-seq2 4"
"Prog_176","SMART-seq2","GMP","SMART-seq2 0"
"Prog_177","SMART-seq2","GMP","SMART-seq2 4"
"Prog_178","SMART-seq2","MEP","SMART-seq2 3"
"Prog_179","SMART-seq2","GMP","SMART-seq2 4"
"Prog_182","SMART-seq2","GMP","SMART-seq2 4"
"Prog_183","SMART-seq2","GMP","SMART-seq2 4"
"Prog_184","SMART-seq2","GMP","SMART-seq2 4"
"Prog_185","SMART-seq2","MEP","SMART-seq2 3"
"Prog_186","SMART-seq2","GMP","SMART-seq2 4"
"Prog_187","SMART-seq2","GMP","SMART-seq2 1"
"Prog_188","SMART-seq2","MEP","SMART-seq2 3"
"Prog_189","SMART-seq2","CMP","SMART-seq2 1"
