"","batch","type","cluster"
"Cell5306","3","C","3 0"
"Cell5307","3","C","3 0"
"Cell5308","3","D","3 1"
"Cell5309","3","D","3 1"
"Cell5310","3","C","3 0"
"Cell5311","3","C","3 0"
"Cell5312","3","C","3 0"
"Cell5313","3","D","3 1"
"Cell5314","3","D","3 1"
"Cell5315","3","C","3 0"
"Cell5316","3","C","3 0"
"Cell5317","3","C","3 0"
"Cell5318","3","D","3 1"
"Cell5319","3","C","3 0"
"Cell5320","3","D","3 1"
"Cell5321","3","D","3 1"
"Cell5322","3","D","3 1"
"Cell5323","3","C","3 0"
"Cell5324","3","C","3 0"
"Cell5325","3","D","3 1"
"Cell5326","3","C","3 0"
"Cell5327","3","C","3 0"
"Cell5328","3","C","3 0"
"Cell5329","3","C","3 0"
"Cell5330","3","D","3 1"
"Cell5331","3","D","3 1"
"Cell5332","3","D","3 1"
"Cell5333","3","D","3 1"
"Cell5334","3","D","3 1"
"Cell5335","3","D","3 1"
"Cell5336","3","C","3 0"
"Cell5337","3","C","3 0"
"Cell5338","3","D","3 1"
"Cell5339","3","C","3 0"
"Cell5340","3","D","3 1"
"Cell5341","3","D","3 1"
"Cell5342","3","D","3 1"
"Cell5343","3","D","3 1"
"Cell5344","3","C","3 0"
"Cell5345","3","C","3 0"
"Cell5346","3","D","3 1"
"Cell5347","3","D","3 1"
"Cell5348","3","C","3 0"
"Cell5349","3","D","3 1"
"Cell5350","3","C","3 0"
"Cell5351","3","D","3 1"
"Cell5352","3","C","3 0"
"Cell5353","3","C","3 0"
"Cell5354","3","C","3 0"
"Cell5355","3","D","3 1"
"Cell5356","3","D","3 1"
"Cell5357","3","C","3 0"
"Cell5358","3","C","3 0"
"Cell5359","3","D","3 1"
"Cell5360","3","D","3 1"
"Cell5361","3","D","3 1"
"Cell5362","3","C","3 0"
"Cell5363","3","C","3 0"
"Cell5364","3","C","3 0"
"Cell5365","3","C","3 0"
"Cell5366","3","C","3 0"
"Cell5367","3","C","3 0"
"Cell5368","3","D","3 1"
"Cell5369","3","C","3 0"
"Cell5370","3","D","3 1"
"Cell5371","3","C","3 0"
"Cell5372","3","D","3 1"
"Cell5373","3","D","3 1"
"Cell5374","3","C","3 0"
"Cell5375","3","D","3 1"
"Cell5376","3","D","3 1"
"Cell5377","3","D","3 1"
"Cell5378","3","D","3 1"
"Cell5379","3","D","3 1"
"Cell5380","3","D","3 1"
"Cell5381","3","C","3 0"
"Cell5382","3","D","3 1"
"Cell5383","3","D","3 1"
"Cell5384","3","D","3 1"
"Cell5385","3","C","3 0"
"Cell5386","3","D","3 1"
"Cell5387","3","D","3 1"
"Cell5388","3","C","3 0"
"Cell5389","3","D","3 1"
"Cell5390","3","D","3 1"
"Cell5391","3","D","3 1"
"Cell5392","3","C","3 0"
"Cell5393","3","D","3 1"
"Cell5394","3","D","3 1"
"Cell5395","3","C","3 0"
"Cell5396","3","D","3 1"
"Cell5397","3","D","3 1"
"Cell5398","3","D","3 1"
"Cell5399","3","C","3 0"
"Cell5400","3","C","3 0"
"Cell5401","3","C","3 0"
"Cell5402","3","C","3 0"
"Cell5403","3","D","3 1"
"Cell5404","3","D","3 1"
"Cell5405","3","D","3 1"
"Cell5406","3","C","3 0"
"Cell5407","3","C","3 0"
"Cell5408","3","C","3 0"
"Cell5409","3","D","3 1"
"Cell5410","3","D","3 1"
"Cell5411","3","C","3 0"
"Cell5412","3","D","3 1"
"Cell5413","3","D","3 1"
"Cell5414","3","C","3 0"
"Cell5415","3","D","3 1"
"Cell5416","3","C","3 0"
"Cell5417","3","C","3 0"
"Cell5418","3","C","3 0"
"Cell5419","3","D","3 1"
"Cell5420","3","D","3 1"
"Cell5421","3","D","3 1"
"Cell5422","3","D","3 1"
"Cell5423","3","C","3 0"
"Cell5424","3","D","3 1"
"Cell5425","3","C","3 0"
"Cell5426","3","D","3 1"
"Cell5427","3","C","3 0"
"Cell5428","3","D","3 1"
"Cell5429","3","D","3 1"
"Cell5430","3","C","3 0"
"Cell5431","3","D","3 1"
"Cell5432","3","D","3 1"
"Cell5433","3","C","3 0"
"Cell5434","3","D","3 1"
"Cell5435","3","D","3 1"
"Cell5436","3","C","3 0"
"Cell5437","3","C","3 0"
"Cell5438","3","C","3 0"
"Cell5439","3","C","3 0"
"Cell5440","3","D","3 1"
"Cell5441","3","D","3 1"
"Cell5442","3","C","3 0"
"Cell5443","3","D","3 1"
"Cell5444","3","C","3 0"
"Cell5445","3","D","3 1"
"Cell5446","3","D","3 1"
"Cell5447","3","C","3 0"
"Cell5448","3","C","3 0"
"Cell5449","3","C","3 0"
"Cell5450","3","C","3 0"
"Cell5451","3","C","3 0"
"Cell5452","3","D","3 1"
"Cell5453","3","C","3 0"
"Cell5454","3","D","3 1"
"Cell5455","3","C","3 0"
"Cell5456","3","C","3 0"
"Cell5457","3","C","3 0"
"Cell5458","3","C","3 0"
"Cell5459","3","C","3 0"
"Cell5460","3","C","3 0"
"Cell5461","3","C","3 0"
"Cell5462","3","C","3 0"
"Cell5463","3","D","3 1"
"Cell5464","3","C","3 0"
"Cell5465","3","D","3 1"
"Cell5466","3","C","3 0"
"Cell5467","3","C","3 0"
"Cell5468","3","C","3 0"
"Cell5469","3","D","3 1"
"Cell5470","3","C","3 0"
"Cell5471","3","C","3 0"
"Cell5472","3","D","3 1"
"Cell5473","3","D","3 1"
"Cell5474","3","D","3 1"
"Cell5475","3","D","3 1"
"Cell5476","3","D","3 1"
"Cell5477","3","D","3 1"
"Cell5478","3","C","3 0"
"Cell5479","3","C","3 0"
"Cell5480","3","C","3 0"
"Cell5481","3","C","3 0"
"Cell5482","3","C","3 0"
"Cell5483","3","C","3 0"
"Cell5484","3","D","3 1"
"Cell5485","3","C","3 0"
"Cell5486","3","C","3 0"
"Cell5487","3","C","3 0"
"Cell5488","3","C","3 0"
"Cell5489","3","C","3 0"
"Cell5490","3","D","3 1"
"Cell5491","3","D","3 1"
"Cell5492","3","C","3 0"
"Cell5493","3","C","3 0"
"Cell5494","3","D","3 1"
"Cell5495","3","C","3 0"
"Cell5496","3","C","3 0"
"Cell5497","3","C","3 0"
"Cell5498","3","C","3 0"
"Cell5499","3","C","3 0"
"Cell5500","3","C","3 0"
"Cell5501","3","D","3 1"
"Cell5502","3","D","3 1"
"Cell5503","3","D","3 1"
"Cell5504","3","D","3 1"
"Cell5505","3","C","3 0"
"Cell5506","3","C","3 0"
"Cell5507","3","C","3 0"
"Cell5508","3","D","3 1"
"Cell5509","3","C","3 0"
"Cell5510","3","C","3 0"
"Cell5511","3","C","3 0"
"Cell5512","3","C","3 0"
"Cell5513","3","C","3 0"
"Cell5514","3","D","3 1"
"Cell5515","3","C","3 0"
"Cell5516","3","C","3 0"
"Cell5517","3","C","3 0"
"Cell5518","3","D","3 1"
"Cell5519","3","C","3 0"
"Cell5520","3","D","3 1"
"Cell5521","3","D","3 1"
"Cell5522","3","C","3 0"
"Cell5523","3","C","3 0"
"Cell5524","3","D","3 1"
"Cell5525","3","D","3 1"
"Cell5526","3","D","3 1"
"Cell5527","3","C","3 0"
"Cell5528","3","C","3 0"
"Cell5529","3","D","3 1"
"Cell5530","3","C","3 0"
"Cell5531","3","D","3 1"
"Cell5532","3","D","3 1"
"Cell5533","3","D","3 1"
"Cell5534","3","C","3 0"
"Cell5535","3","C","3 0"
"Cell5536","3","D","3 1"
"Cell5537","3","C","3 0"
"Cell5538","3","D","3 1"
"Cell5539","3","C","3 0"
"Cell5540","3","C","3 0"
"Cell5541","3","D","3 1"
"Cell5542","3","C","3 0"
"Cell5543","3","D","3 1"
"Cell5544","3","C","3 0"
"Cell5545","3","D","3 1"
"Cell5546","3","C","3 0"
"Cell5547","3","C","3 0"
"Cell5548","3","D","3 1"
"Cell5549","3","D","3 1"
"Cell5550","3","C","3 0"
"Cell5551","3","C","3 0"
"Cell5552","3","D","3 1"
"Cell5553","3","C","3 0"
"Cell5554","3","D","3 1"
"Cell5555","3","D","3 1"
"Cell5556","3","D","3 1"
"Cell5557","3","D","3 1"
"Cell5558","3","C","3 0"
"Cell5559","3","D","3 1"
"Cell5560","3","D","3 1"
"Cell5561","3","C","3 0"
"Cell5562","3","C","3 0"
"Cell5563","3","C","3 0"
"Cell5564","3","D","3 1"
"Cell5565","3","D","3 1"
"Cell5566","3","D","3 1"
"Cell5567","3","D","3 1"
"Cell5568","3","C","3 0"
"Cell5569","3","C","3 0"
"Cell5570","3","D","3 1"
"Cell5571","3","D","3 1"
"Cell5572","3","D","3 1"
"Cell5573","3","C","3 0"
"Cell5574","3","C","3 0"
"Cell5575","3","D","3 1"
"Cell5576","3","D","3 1"
"Cell5577","3","C","3 0"
"Cell5578","3","C","3 0"
"Cell5579","3","D","3 1"
"Cell5580","3","C","3 0"
"Cell5581","3","C","3 0"
"Cell5582","3","D","3 1"
"Cell5583","3","D","3 1"
"Cell5584","3","D","3 1"
"Cell5585","3","D","3 1"
"Cell5586","3","D","3 1"
"Cell5587","3","D","3 1"
"Cell5588","3","C","3 0"
"Cell5589","3","D","3 1"
"Cell5590","3","C","3 0"
"Cell5591","3","C","3 0"
"Cell5592","3","C","3 0"
"Cell5593","3","D","3 1"
"Cell5594","3","D","3 1"
"Cell5595","3","C","3 0"
"Cell5596","3","D","3 1"
"Cell5597","3","C","3 0"
"Cell5598","3","C","3 0"
"Cell5599","3","C","3 0"
"Cell5600","3","C","3 0"
"Cell5601","3","C","3 0"
"Cell5602","3","D","3 1"
"Cell5603","3","D","3 1"
"Cell5604","3","C","3 0"
"Cell5605","3","D","3 1"
"Cell5606","3","D","3 1"
"Cell5607","3","C","3 0"
"Cell5608","3","C","3 0"
"Cell5609","3","D","3 1"
"Cell5610","3","D","3 1"
"Cell5611","3","D","3 1"
"Cell5612","3","C","3 0"
"Cell5613","3","C","3 0"
"Cell5614","3","C","3 0"
"Cell5615","3","D","3 1"
"Cell5616","3","C","3 0"
"Cell5617","3","C","3 0"
"Cell5618","3","D","3 1"
"Cell5619","3","D","3 1"
"Cell5620","3","D","3 1"
"Cell5621","3","D","3 1"
"Cell5622","3","C","3 0"
"Cell5623","3","C","3 0"
"Cell5624","3","C","3 0"
"Cell5625","3","C","3 0"
"Cell5626","3","D","3 1"
"Cell5627","3","D","3 1"
"Cell5628","3","D","3 1"
"Cell5629","3","D","3 1"
"Cell5630","3","C","3 0"
"Cell5631","3","D","3 1"
"Cell5632","3","D","3 1"
"Cell5633","3","D","3 1"
"Cell5634","3","D","3 1"
"Cell5635","3","C","3 0"
"Cell5636","3","C","3 0"
"Cell5637","3","D","3 1"
"Cell5638","3","C","3 0"
"Cell5639","3","C","3 0"
"Cell5640","3","D","3 1"
"Cell5641","3","D","3 1"
"Cell5642","3","C","3 0"
"Cell5643","3","C","3 0"
"Cell5644","3","D","3 1"
"Cell5645","3","D","3 1"
"Cell5646","3","D","3 1"
"Cell5647","3","D","3 1"
"Cell5648","3","D","3 1"
"Cell5649","3","C","3 0"
"Cell5650","3","C","3 0"
"Cell5651","3","C","3 0"
"Cell5652","3","D","3 1"
"Cell5653","3","D","3 1"
"Cell5654","3","C","3 0"
"Cell5655","3","D","3 1"
"Cell5656","3","C","3 0"
"Cell5657","3","C","3 0"
"Cell5658","3","C","3 0"
"Cell5659","3","C","3 0"
"Cell5660","3","C","3 0"
"Cell5661","3","C","3 0"
"Cell5662","3","D","3 1"
"Cell5663","3","C","3 0"
"Cell5664","3","C","3 0"
"Cell5665","3","C","3 0"
"Cell5666","3","D","3 1"
"Cell5667","3","D","3 1"
"Cell5668","3","C","3 0"
"Cell5669","3","D","3 1"
"Cell5670","3","C","3 0"
"Cell5671","3","C","3 0"
"Cell5672","3","C","3 0"
"Cell5673","3","D","3 1"
"Cell5674","3","D","3 1"
"Cell5675","3","D","3 1"
"Cell5676","3","C","3 0"
"Cell5677","3","C","3 0"
"Cell5678","3","C","3 0"
"Cell5679","3","C","3 0"
"Cell5680","3","D","3 1"
"Cell5681","3","C","3 0"
"Cell5682","3","D","3 1"
"Cell5683","3","D","3 1"
"Cell5684","3","C","3 0"
"Cell5685","3","C","3 0"
"Cell5686","3","C","3 0"
"Cell5687","3","C","3 0"
"Cell5688","3","D","3 1"
"Cell5689","3","D","3 1"
"Cell5690","3","D","3 1"
"Cell5691","3","C","3 0"
"Cell5692","3","C","3 0"
"Cell5693","3","C","3 0"
"Cell5694","3","C","3 0"
"Cell5695","3","C","3 0"
"Cell5696","3","C","3 0"
"Cell5697","3","C","3 0"
"Cell5698","3","D","3 1"
"Cell5699","3","C","3 0"
"Cell5700","3","D","3 1"
"Cell5701","3","D","3 1"
"Cell5702","3","D","3 1"
"Cell5703","3","C","3 0"
"Cell5704","3","C","3 0"
"Cell5705","3","D","3 1"
"Cell5706","3","D","3 1"
"Cell5707","3","D","3 1"
"Cell5708","3","D","3 1"
"Cell5709","3","C","3 0"
"Cell5710","3","C","3 0"
"Cell5711","3","D","3 1"
"Cell5712","3","D","3 1"
"Cell5713","3","D","3 1"
"Cell5714","3","D","3 1"
"Cell5715","3","C","3 0"
"Cell5716","3","C","3 0"
"Cell5717","3","D","3 1"
"Cell5718","3","D","3 1"
"Cell5719","3","D","3 1"
"Cell5720","3","C","3 0"
"Cell5721","3","D","3 1"
"Cell5722","3","C","3 0"
"Cell5723","3","D","3 1"
"Cell5724","3","C","3 0"
"Cell5725","3","D","3 1"
"Cell5726","3","D","3 1"
"Cell5727","3","C","3 0"
"Cell5728","3","D","3 1"
"Cell5729","3","D","3 1"
"Cell5730","3","D","3 1"
"Cell5731","3","D","3 1"
"Cell5732","3","D","3 1"
"Cell5733","3","C","3 0"
"Cell5734","3","D","3 1"
"Cell5735","3","C","3 0"
"Cell5736","3","D","3 1"
"Cell5737","3","C","3 0"
"Cell5738","3","C","3 0"
"Cell5739","3","D","3 1"
"Cell5740","3","C","3 0"
"Cell5741","3","C","3 0"
"Cell5742","3","D","3 1"
"Cell5743","3","C","3 0"
"Cell5744","3","C","3 0"
"Cell5745","3","C","3 0"
"Cell5746","3","D","3 1"
"Cell5747","3","D","3 1"
"Cell5748","3","C","3 0"
"Cell5749","3","D","3 1"
"Cell5750","3","C","3 0"
"Cell5751","3","D","3 1"
"Cell5752","3","C","3 0"
"Cell5753","3","C","3 0"
"Cell5754","3","C","3 0"
"Cell5755","3","D","3 1"
"Cell5756","3","C","3 0"
"Cell5757","3","D","3 1"
"Cell5758","3","D","3 1"
"Cell5759","3","D","3 1"
"Cell5760","3","D","3 1"
"Cell5761","3","D","3 1"
"Cell5762","3","D","3 1"
"Cell5763","3","D","3 1"
"Cell5764","3","D","3 1"
"Cell5765","3","D","3 1"
"Cell5766","3","D","3 1"
"Cell5767","3","C","3 0"
"Cell5768","3","D","3 1"
"Cell5769","3","D","3 1"
"Cell5770","3","C","3 0"
"Cell5771","3","C","3 0"
"Cell5772","3","C","3 0"
"Cell5773","3","C","3 0"
"Cell5774","3","D","3 1"
"Cell5775","3","C","3 0"
"Cell5776","3","C","3 0"
"Cell5777","3","D","3 1"
"Cell5778","3","D","3 1"
"Cell5779","3","C","3 0"
"Cell5780","3","D","3 1"
"Cell5781","3","D","3 1"
"Cell5782","3","D","3 1"
"Cell5783","3","D","3 1"
"Cell5784","3","C","3 0"
"Cell5785","3","C","3 0"
"Cell5786","3","D","3 1"
"Cell5787","3","C","3 0"
"Cell5788","3","C","3 0"
"Cell5789","3","D","3 1"
"Cell5790","3","D","3 1"
"Cell5791","3","D","3 1"
"Cell5792","3","D","3 1"
"Cell5793","3","C","3 0"
"Cell5794","3","D","3 1"
"Cell5795","3","D","3 1"
"Cell5796","3","C","3 0"
"Cell5797","3","D","3 1"
"Cell5798","3","C","3 0"
"Cell5799","3","D","3 1"
"Cell5800","3","C","3 0"
"Cell5801","3","D","3 1"
"Cell5802","3","D","3 1"
"Cell5803","3","D","3 1"
"Cell5804","3","C","3 0"
"Cell5805","3","C","3 0"
"Cell5806","3","D","3 1"
"Cell5807","3","C","3 0"
"Cell5808","3","D","3 1"
"Cell5809","3","D","3 1"
"Cell5810","3","D","3 1"
"Cell5811","3","C","3 0"
"Cell5812","3","D","3 1"
"Cell5813","3","D","3 1"
"Cell5814","3","D","3 1"
"Cell5815","3","C","3 0"
"Cell5816","3","C","3 0"
"Cell5817","3","D","3 1"
"Cell5818","3","C","3 0"
"Cell5819","3","D","3 1"
"Cell5820","3","D","3 1"
"Cell5821","3","C","3 0"
"Cell5822","3","C","3 0"
"Cell5823","3","C","3 0"
"Cell5824","3","C","3 0"
"Cell5825","3","C","3 0"
"Cell5826","3","D","3 1"
"Cell5827","3","C","3 0"
"Cell5828","3","C","3 0"
"Cell5829","3","D","3 1"
"Cell5830","3","D","3 1"
"Cell5831","3","D","3 1"
"Cell5832","3","C","3 0"
"Cell5833","3","D","3 1"
"Cell5834","3","C","3 0"
"Cell5835","3","D","3 1"
"Cell5836","3","C","3 0"
"Cell5837","3","C","3 0"
"Cell5838","3","C","3 0"
"Cell5839","3","C","3 0"
"Cell5840","3","C","3 0"
"Cell5841","3","D","3 1"
"Cell5842","3","D","3 1"
"Cell5843","3","C","3 0"
"Cell5844","3","D","3 1"
"Cell5845","3","C","3 0"
"Cell5846","3","C","3 0"
"Cell5847","3","D","3 1"
"Cell5848","3","C","3 0"
"Cell5849","3","D","3 1"
"Cell5850","3","C","3 0"
"Cell5851","3","C","3 0"
"Cell5852","3","D","3 1"
"Cell5853","3","C","3 0"
"Cell5854","3","C","3 0"
"Cell5855","3","C","3 0"
"Cell5856","3","D","3 1"
"Cell5857","3","D","3 1"
"Cell5858","3","C","3 0"
"Cell5859","3","D","3 1"
"Cell5860","3","C","3 0"
"Cell5861","3","C","3 0"
"Cell5862","3","D","3 1"
"Cell5863","3","C","3 0"
"Cell5864","3","C","3 0"
"Cell5865","3","D","3 1"
"Cell5866","3","C","3 0"
"Cell5867","3","C","3 0"
"Cell5868","3","C","3 0"
"Cell5869","3","C","3 0"
"Cell5870","3","D","3 1"
"Cell5871","3","C","3 0"
"Cell5872","3","D","3 1"
"Cell5873","3","D","3 1"
"Cell5874","3","D","3 1"
"Cell5875","3","C","3 0"
"Cell5876","3","C","3 0"
"Cell5877","3","D","3 1"
"Cell5878","3","D","3 1"
"Cell5879","3","D","3 1"
"Cell5880","3","C","3 0"
"Cell5881","3","D","3 1"
"Cell5882","3","D","3 1"
"Cell5883","3","D","3 1"
"Cell5884","3","D","3 1"
"Cell5885","3","C","3 0"
"Cell5886","3","D","3 1"
"Cell5887","3","C","3 0"
"Cell5888","3","C","3 0"
"Cell5889","3","D","3 1"
"Cell5890","3","C","3 0"
"Cell5891","3","C","3 0"
"Cell5892","3","C","3 0"
"Cell5893","3","D","3 1"
"Cell5894","3","C","3 0"
"Cell5895","3","D","3 1"
"Cell5896","3","D","3 1"
"Cell5897","3","C","3 0"
"Cell5898","3","C","3 0"
"Cell5899","3","C","3 0"
"Cell5900","3","D","3 1"
"Cell5901","3","D","3 1"
"Cell5902","3","C","3 0"
"Cell5903","3","C","3 0"
"Cell5904","3","D","3 1"
"Cell5905","3","C","3 0"
"Cell5906","3","D","3 1"
"Cell5907","3","D","3 1"
"Cell5908","3","D","3 1"
"Cell5909","3","C","3 0"
"Cell5910","3","C","3 0"
"Cell5911","3","C","3 0"
"Cell5912","3","D","3 1"
"Cell5913","3","D","3 1"
"Cell5914","3","D","3 1"
"Cell5915","3","D","3 1"
"Cell5916","3","D","3 1"
"Cell5917","3","C","3 0"
"Cell5918","3","D","3 1"
"Cell5919","3","C","3 0"
"Cell5920","3","D","3 1"
"Cell5921","3","C","3 0"
"Cell5922","3","D","3 1"
"Cell5923","3","C","3 0"
"Cell5924","3","D","3 1"
"Cell5925","3","D","3 1"
"Cell5926","3","C","3 0"
"Cell5927","3","C","3 0"
"Cell5928","3","C","3 0"
"Cell5929","3","D","3 1"
"Cell5930","3","D","3 1"
"Cell5931","3","D","3 1"
"Cell5932","3","D","3 1"
"Cell5933","3","D","3 1"
"Cell5934","3","C","3 0"
"Cell5935","3","D","3 1"
"Cell5936","3","C","3 0"
"Cell5937","3","C","3 0"
"Cell5938","3","C","3 0"
"Cell5939","3","C","3 0"
"Cell5940","3","C","3 0"
"Cell5941","3","D","3 1"
"Cell5942","3","D","3 1"
"Cell5943","3","D","3 1"
"Cell5944","3","D","3 1"
"Cell5945","3","C","3 0"
"Cell5946","3","D","3 1"
"Cell5947","3","D","3 1"
"Cell5948","3","D","3 1"
"Cell5949","3","C","3 0"
"Cell5950","3","D","3 1"
"Cell5951","3","C","3 0"
"Cell5952","3","C","3 0"
"Cell5953","3","D","3 1"
"Cell5954","3","D","3 1"
"Cell5955","3","C","3 0"
"Cell5956","3","C","3 0"
"Cell5957","3","C","3 0"
"Cell5958","3","C","3 0"
"Cell5959","3","D","3 1"
"Cell5960","3","D","3 1"
"Cell5961","3","C","3 0"
"Cell5962","3","D","3 1"
"Cell5963","3","D","3 1"
"Cell5964","3","D","3 1"
"Cell5965","3","C","3 0"
"Cell5966","3","D","3 1"
"Cell5967","3","C","3 0"
"Cell5968","3","C","3 0"
"Cell5969","3","D","3 1"
"Cell5970","3","D","3 1"
"Cell5971","3","C","3 0"
"Cell5972","3","D","3 1"
"Cell5973","3","D","3 1"
"Cell5974","3","D","3 1"
"Cell5975","3","D","3 1"
"Cell5976","3","C","3 0"
"Cell5977","3","C","3 0"
"Cell5978","3","C","3 0"
"Cell5979","3","D","3 1"
"Cell5980","3","C","3 0"
"Cell5981","3","C","3 0"
"Cell5982","3","C","3 0"
"Cell5983","3","C","3 0"
"Cell5984","3","D","3 1"
"Cell5985","3","D","3 1"
"Cell5986","3","D","3 1"
"Cell5987","3","D","3 1"
"Cell5988","3","D","3 1"
"Cell5989","3","C","3 0"
"Cell5990","3","D","3 1"
"Cell5991","3","D","3 1"
"Cell5992","3","D","3 1"
"Cell5993","3","D","3 1"
"Cell5994","3","C","3 0"
"Cell5995","3","C","3 0"
"Cell5996","3","C","3 0"
"Cell5997","3","C","3 0"
"Cell5998","3","D","3 1"
"Cell5999","3","C","3 0"
"Cell6000","3","D","3 1"
